1,27669,49424,46631,69265,29715,51656
1,20949,27668,70167,86001,-32923,-14819
1,-23923,-8817,39080,50191,51545,61395
1,57073,77486,3426,21172,-62437,-39863
1,-89626,-67976,-34501,-16927,-15996,-15568
1,32922,59175,-54409,-33698,27932,67481
1,6501,33987,-83062,-63997,34738,39766
1,-37545,-29183,56421,70544,15177,40320
1,-24691,-17056,23161,33353,71111,74660
1,54499,86451,-38734,-28186,-39003,-13356
1,-75142,-47934,-8956,5914,-69975,-39192
1,-52665,-35218,-43596,-32734,41665,50848
1,8661,29356,-2489,18373,67501,85297
1,70367,80510,-18450,8966,-16229,-1404
1,-22779,13139,67289,82767,-47475,-24313
1,65450,80932,30530,50652,-5236,9932
1,-75105,-47424,6980,19151,-59147,-33035
1,53516,85797,-45107,-16806,-6148,6567
1,-12172,15284,-8232,-651,-96433,-60578
1,21192,31932,4914,19821,64567,89357
1,-12556,401,-41319,-23843,56314,83752
1,-67754,-38533,58429,62877,2065,21664
1,27156,52486,42626,54351,53276,73831
1,40263,58892,-49247,-37913,27873,63166
1,-37545,-20533,-74721,-58538,-36678,-6054
1,-6634,18285,-49486,-27921,54817,82046
1,-78134,-60334,41826,44416,-424,9094
1,43122,63245,-32977,-10981,-54994,-41397
1,-22854,-292,32960,46443,53510,76181
1,30238,43872,-40593,-18910,-86078,-61269
1,-70060,-41130,-39536,-15734,32095,55828
1,-10129,21231,1392,21144,71205,80083
1,-46859,-20417,59982,86006,-594,30137
1,16908,34847,60881,64477,25446,39611
1,27114,34350,-19000,586,52975,78044
1,-92238,-66545,-25917,-14477,-10207,15335
1,-53332,-34657,55475,68792,-16193,2956
1,26074,55119,-64147,-39479,46625,60804
1,-81792,-72186,-27516,-7356,-17091,-5153
1,21510,48123,57655,80143,-19988,-5157
1,-42070,-34033,-71663,-58064,10623,30183
1,-31069,-22542,-20053,-15967,61201,75887
1,-7921,15811,-12282,11801,63547,83196
1,-35651,-2431,-991,11371,67904,92772
1,68087,82584,-30799,-4376,-14648,1775
1,-33666,-2580,-90327,-66216,12731,31899
1,-73566,-47484,-59756,-44345,4776,10325
1,-76837,-59779,-4385,14932,-50074,-38480
1,33388,61934,-43398,-23303,38162,63975
1,-33550,-2570,-33148,-18287,67115,84110
1,-10092,6623,30054,46208,69320,86310
1,-7255,2960,-93969,-76905,20851,28009
1,-38421,-21411,-85820,-61665,-4060,25092
1,-18176,9627,-8802,7892,-87302,-62746
1,5598,36521,-87872,-73080,-38163,-13005
1,-33275,-7298,15352,36017,-85579,-56770
1,-29516,5542,11240,19634,76852,97446
1,20714,56270,7948,33080,49079,85136
1,-93061,-64854,-33327,-3705,-5545,16277
1,47448,78391,-51628,-27895,-32794,-25880
1,4227,30699,39768,45888,54839,83597
1,70777,84001,7439,22803,-5976,17310
1,-42553,-25757,-58473,-50108,38467,59251
1,-71403,-62999,-38228,-12575,36781,47496
1,50888,79519,-54783,-30829,4861,38061
1,25418,41498,-81881,-54971,19352,43517
1,64258,79955,-8788,12997,11393,35099
1,-67002,-53520,27844,57263,2143,17726
1,-78306,-72249,-22931,-6153,19549,33991
1,-26011,4273,18963,28916,64435,85991
1,10172,23648,-25120,-10137,-89821,-59863
1,-7255,13764,-64279,-54195,-61984,-34271
1,-30268,-1307,-79485,-52163,26816,44965
1,-87805,-59710,-2902,27442,18293,48553
1,46421,69704,-30630,-18729,-60214,-49371
1,-62224,-38282,53137,66173,-7492,21445
1,-34677,-14017,71034,83818,-2619,11924
1,1998,26800,-88018,-70661,-19529,14435
1,-40150,-24948,-38817,-2117,68511,75948
1,-20059,3819,53243,77125,38176,58432
1,-25128,3970,36766,71876,-65955,-55178
1,30721,48676,-88372,-59041,-10373,20517
1,54739,79187,-6426,24205,38483,52199
1,-74123,-60596,16087,24029,6308,31110
1,-41178,-13748,34273,53161,-68326,-50079
1,34321,62132,-28029,-5767,50910,79802
1,-32145,5241,-91765,-68647,-38102,-15017
1,23277,33784,31667,51551,54327,64740
1,-46838,-27022,-20629,11486,-82153,-67991
1,7719,27806,-85522,-68654,-28269,-18334
1,66206,79801,4275,23982,-26164,-6768
1,7060,30306,15808,21150,-82475,-72034
1,-72488,-57915,-28681,-13504,-55788,-19138
1,51600,81029,-55022,-27697,-4574,-1320
1,713,24780,-41043,-16227,-89590,-57706
1,-47902,-19360,-71811,-40927,-47393,-42422
1,-37143,-13206,44321,57113,39090,74407
1,-87887,-62006,-2502,27753,3934,32303
1,-54898,-26966,49943,70123,-17391,-2216
1,45372,65851,43448,50408,-33840,-13662
1,71524,82316,-26188,7090,-49099,-14638
1,22921,44804,-27396,-13596,58045,85435
1,-72660,-48634,20103,38489,-43346,-11329
1,-81912,-70603,-10732,7577,-24656,3233
1,482,21679,38765,51538,52032,83853
1,-60433,-38681,-39018,-11874,-73031,-47655
1,-15216,4879,34050,46445,-70546,-48265
1,7593,31682,-50259,-22312,-87495,-64016
1,25388,30574,50026,53821,-65865,-34989
1,-84657,-71962,-5614,6000,-24634,-3339
1,41390,60020,22570,42628,30882,64771
1,-248,17127,-2823,6658,-96809,-73415
1,-77832,-55465,14930,45870,-56240,-28636
1,65116,82345,-6666,23578,-680,26739
1,34856,54196,43745,68375,-39638,-19525
1,-48140,-27552,-70877,-60624,27025,49107
1,-19790,16502,-95842,-64224,-10888,485
1,-44735,-16836,-66086,-45889,-59639,-41212
1,12184,30539,-56463,-46207,-68564,-49369
1,-8178,14147,-94758,-68872,12761,40515
0,63606,77626,-37629,-16487,7962,27750
1,24113,32572,-59984,-39027,-65778,-44446
1,-57539,-24760,28352,48097,32995,62025
0,40834,49961,33338,48265,-65491,-33838
0,-80149,-51564,13027,40490,35050,60768
0,-80739,-57169,33192,57748,-16057,6588
1,61968,78708,-53750,-34745,-12261,9164
1,-10785,18613,28171,58216,-66565,-56750
0,32041,52937,19350,35415,55238,77639
1,-36952,-18269,3126,20237,64598,79215
1,33467,37921,-21420,-11399,-73687,-62782
1,-26796,-9959,-79690,-57727,33661,50800
0,68974,76734,5289,25800,-31666,-18116
1,-5502,14686,-63307,-53369,-51364,-48961
1,24767,47138,52124,81995,23428,28917
0,-80538,-52659,-48183,-35294,18181,36286
0,-62852,-32258,48933,70740,-18708,2603
0,-5407,3287,-83410,-60851,-30565,-10567
1,-61477,-28724,-69802,-48668,-8735,5648
0,-61834,-43462,30006,46770,39118,76051
1,-40106,-25581,-79417,-67135,-19775,60
0,9232,31266,-75135,-53369,-52206,-30950
0,-84248,-58138,7669,29204,-51152,-17070
1,46938,63693,12960,42501,-57448,-41489
1,-61060,-33678,-63777,-31257,-35472,-29497
1,2080,22935,-39244,-32428,-81473,-54994
1,-41327,-18603,-70059,-40898,32258,67222
1,-44240,-10221,15754,50504,66733,86101
0,19480,46396,62939,71133,14257,29691
1,-31329,-13993,69918,80800,679,23780
1,14808,49735,-45728,-33196,-78006,-46758
1,56049,68927,50004,64743,-7561,4897
1,-14920,815,-63199,-36015,-85218,-61913
0,-63010,-31952,-59660,-30453,-52839,-47695
1,-4708,21970,-68219,-58658,28244,49101
1,64329,72377,-56681,-23397,10880,38219
1,-1573,19388,-66068,-49774,43031,46117
0,3550,36695,-41811,-27759,60901,85943
1,-16254,1097,-14722,5544,66336,94646
0,61689,81211,-46459,-35255,780,35628
1,20599,41795,67758,81144,-16445,-7609
0,-12570,-2057,-77401,-41665,40726,63560
0,-62350,-35207,-31298,-15970,-66142,-41645
1,12223,28447,-73960,-45197,-55238,-52232
0,47567,79680,-34518,-17413,-48355,-34557
0,-18337,9759,64991,95028,-28658,-26313
0,-2752,20613,-22642,-1518,76028,79119
1,-12095,21831,40788,52435,54694,82773
1,62369,79279,18603,37517,7267,29696
0,-12882,21846,-67320,-57185,33085,56111
0,54508,76109,-20473,2785,-62714,-41813
1,67360,71567,-48085,-29466,10595,37029
0,13286,27535,-87029,-60347,-10601,-4532
1,-45650,-19692,-77515,-57322,-35410,-11383
1,-38632,-32709,-21531,-809,69099,84538
0,-17166,5248,36202,59116,-80622,-55255
0,53199,58328,-57030,-46928,16510,28137
0,-12452,-6069,59268,97187,-1657,26474
0,-94415,-66314,2951,35335,-4256,2177
0,68643,76060,-1199,3977,13968,40355
0,-53216,-30345,-5088,12709,61339,71114
0,-47617,-41176,-83385,-64333,-2232,24576
1,50246,56920,15557,35920,-54113,-43203
1,-80487,-65360,-44273,-26324,17212,25006
1,-25354,-9029,56319,71473,33347,48174
1,2077,7445,39902,60926,-70890,-42934
1,-30828,-13645,9950,38407,65490,91992
1,-39862,-30859,41184,62167,-44498,-32078
1,10000,38071,38307,77250,-55950,-45433
0,-25138,-21939,59646,80572,-29182,-3585
0,-69664,-49402,-50521,-29250,-3375,11367
1,21546,32759,-3813,9495,69311,85452
1,67070,79356,-11015,7660,-48745,-32178
0,7316,30214,34054,56896,-68022,-53097
1,-50959,-44594,60361,64986,9818,23239
1,-92152,-60839,-39965,-25169,-2960,14072
1,-8418,-5468,-16850,-395,-89405,-60345
1,61152,81114,-55316,-42489,5256,27808
1,-46242,-11636,-88249,-68048,-34050,-27919
1,-70820,-63333,-51978,-25850,-13139,9914
1,-26879,-10479,61913,79717,-25966,-97
0,12919,29894,-76896,-45406,25302,55570
1,39675,51599,53474,75891,-29696,-17
0,-30540,-14474,55369,68032,-58542,-28288
1,53971,72033,-40457,-16771,-62948,-31125
1,18120,26292,-8657,14413,75119,81206
0,20710,41423,-45252,-30751,-67175,-46146
1,-20194,-378,-36413,-21284,57487,74834
0,9683,40177,33189,58521,38646,71002
0,-69406,-46938,-3981,790,37822,62759
0,62465,92233,-42839,-17646,-4142,16597
1,-51175,-44110,-10237,-22,62925,80652
0,-72655,-65648,9326,28287,36035,52004
0,-42754,-18276,7826,28126,72152,79144
1,57060,77216,12453,45688,-8107,-3045
0,-26698,2268,20712,41625,63167,76252
1,-68201,-48223,30213,50082,-59554,-34429
1,-72641,-34836,33312,53354,22828,56557
1,-70258,-48790,-23700,8377,30085,47466
1,-66538,-39508,-11452,11542,-65928,-55528
1,-87876,-57425,21246,38054,5107,25443
0,-20182,2598,-90193,-61072,20050,52146
1,39307,59985,-69031,-44776,36698,61408
0,-12448,509,-70136,-35948,-72152,-51817
1,-23574,6458,-74942,-53212,42969,50280
1,60679,75403,47871,65197,-27683,-4167
0,-36024,-8293,55017,76156,30779,55778
1,22953,39105,-81805,-62302,-20432,-38
0,27886,44604,4065,25615,-77407,-66335
1,-32071,-30955,-69669,-54374,19133,44519
1,-44247,-33441,-4852,25257,-83379,-55625
1,-6331,23001,-2727,22050,-82200,-73000
1,1792,13243,65970,84665,20881,40167
1,-87142,-62108,7662,16909,-9182,-3172
0,13248,38146,-82443,-50008,-36386,-12435
1,-6365,4219,-96240,-64381,-11610,17542
1,20323,42542,-68882,-61242,22967,43943
1,-41163,-20950,2371,22767,58149,74631
0,-32710,-17810,54625,65520,37425,52511
1,50562,71693,-37987,-23564,6443,27941
1,-75860,-59113,-31260,-21146,22220,40680
0,35387,41987,47728,67980,39791,64448
0,608,10798,49806,77961,31124,54950
1,-60231,-39198,53787,68244,-12704,5467
1,-35484,-21083,-73867,-37873,39249,51362
1,59987,77835,-27001,-15879,-47787,-19843
0,41427,62288,51994,70945,30784,47390
0,-50048,-36834,3043,25992,-72740,-53308
1,42872,58017,30943,61513,-42821,-33967
0,-36245,-9387,-58223,-55846,-67387,-31057
0,-59188,-35629,56279,73984,28867,43987
0,-78759,-64658,-20681,5867,-31797,-7772
0,-4710,8905,-2779,3351,-86219,-60528
1,33155,61007,49452,81379,876,17781
0,-36277,-9971,27939,32653,-81045,-53964
0,-26923,-8074,30428,51131,59674,76394
0,31979,54725,56931,85664,-9340,9915
1,-50144,-15730,-34733,-21753,-65108,-46338
0,60842,75793,32957,62320,4144,27982
0,-19195,-2409,-86897,-76380,2529,23132
0,64018,98006,-11605,-3633,-29716,-7300
1,-30513,-24112,54293,87707,2287,35438
0,-70296,-60350,-11905,14801,21158,49898
0,-70639,-44202,9051,33036,49129,61552
1,41321,60065,-27152,-14509,-68965,-47234
1,70548,91310,-5954,5726,11278,19700
1,-50219,-21418,-52582,-42030,-54196,-49651
1,-89552,-58633,-17585,264,34927,52503
1,-82142,-52178,-34545,-11192,23522,41514
0,1835,27941,6244,15478,71948,96428
0,-23771,-8128,4204,25628,-87494,-64595
0,-70646,-48209,-69358,-34636,14932,17268
0,-49767,-33302,17787,36654,-67440,-56605
1,-69442,-47855,14615,37283,29421,50848
1,16292,29082,53434,67571,42659,57865
0,-80373,-65569,-32877,-22702,-43105,-17574
0,-60547,-40977,-63557,-48862,32703,37611
0,-61581,-50980,46572,61296,16255,33720
0,-15898,9630,-81270,-72337,-9467,1578
0,-1628,17534,41763,66183,46348,77856
0,-7922,9271,-69557,-43619,-64023,-55015
1,26053,28769,57719,77890,-16189,1384
1,54696,78581,-45863,-22337,-35805,-18071
1,2717,35041,-87427,-67253,-12024,10337
1,-25139,-9098,21889,49900,-81323,-59102
1,-61386,-45025,-48153,-25439,-59187,-28230
0,-14053,-8908,20868,41043,70952,78051
0,-20054,-2137,-37491,-34326,63084,71659
0,-55685,-33312,12597,34114,51147,70265
0,67819,99322,-16857,5736,-13285,826
0,41853,51465,-47936,-40529,-50557,-30324
1,-23106,727,-72015,-63422,33047,44033
0,45528,53647,-45076,-21772,-71396,-44336
1,33296,53707,54805,77184,15225,51416
1,16412,36309,-77570,-54449,24249,53268
0,-4728,22491,2245,16391,58276,80427
0,-19857,4699,-84155,-56152,27354,42474
1,3684,19893,26310,53591,-78511,-54424
0,24404,39334,-45396,-28653,51011,76760
0,-84254,-58235,-4562,25851,-45183,-21546
0,-31427,4281,-70117,-58893,22727,42676
0,67060,91125,-25501,6756,-34282,-15730
0,-72571,-51425,-65677,-30541,-45375,-18097
0,-57405,-41319,35533,66514,21509,43776
1,7762,21984,67369,75046,9686,35909
0,30634,52923,-35139,-9415,43449,78931
1,40774,58494,37481,66356,-44638,-29731
1,-35081,-10628,-73384,-61822,13041,33353
1,-47126,-18466,-24819,-10783,51995,88235
1,-20404,-11974,-86858,-59689,24047,39734
1,33931,50101,53920,69400,-44311,-24788
1,13893,22430,-69617,-59694,33243,53851
1,13266,24042,75584,82687,13448,23080
0,42429,61382,-33657,-13422,-65211,-53531
0,-60874,-43704,-61576,-56371,-11832,8958
1,-63974,-31260,41209,71413,23902,52385
1,25038,29790,-89283,-66014,19523,23400
1,32430,64221,40166,56779,-47739,-23712
1,63435,71299,26630,51276,-28657,-7613
0,-16513,7916,-95480,-69851,8739,32555
